Qubit,T1 (us),T2 (us),Frequency (GHz),Anharmonicity (GHz),Readout assignment error ,Prob meas0 prep1 ,Prob meas1 prep0 ,Readout length (ns),ID error ,√x (sx) error ,Pauli-X error ,ECR error ,Gate time (ns)
360,143.21894162073355,109.59992395941049,5.251454271195257,-0.2985453026751844,0.019000000000000017,0.0192,0.01880000000000004,2000,0.00038634845482186735,0.00038634845482186735,0.00038634845482186735,360_361:0.012903920026607535,360_361:660
361,95.43731910690767,43.26454146222402,5.357753725631306,-0.29897674900788196,0.12419999999999998,0.1234,0.125,2000,0.00045813898606376474,0.00045813898606376474,0.00045813898606376474,undefined,undefined
362,86.32259014750001,74.71281303900905,5.311232174141654,-0.29644892174795284,0.018199999999999994,0.0148,0.021599999999999953,2000,0.00044252031324116175,0.00044252031324116175,0.00044252031324116175,362_361:0.011654792872179492; 362_363:0.015128810289635669,362_361:660; 362_363:660
363,111.1187897913414,86.12938132673753,5.2509566026911845,-0.2988153461110093,0.01749999999999996,0.0196,0.01539999999999997,2000,0.0004889045796970652,0.0004889045796970652,0.0004889045796970652,363_364:0.017444221660413123,363_364:660
364,118.84711112243028,56.21256258566361,5.1256997568183085,-0.3005711812819948,0.019499999999999962,0.024599999999999955,0.0144,2000,0.0004978749471334266,0.0004978749471334266,0.0004978749471334266,364_365:0.05830059216335143,364_365:660
365,115.04732399414222,95.94355687137696,5.255765116076147,-0.29763173857921865,0.012799999999999923,0.019399999999999973,0.0062,2000,0.003132991226605771,0.003132991226605771,0.003132991226605771,undefined,undefined
366,58.90717828847423,28.942898744473915,5.0344364290220405,-0.2819823778782203,0.125,0.12,0.13,2000,0.0012289541106660139,0.0012289541106660139,0.0012289541106660139,undefined,undefined
367,82.03529069257168,51.990415387193075,5.147659267165755,-0.30127845084664806,0.016599999999999948,0.0206,0.012599999999999945,2000,0.0004276326145842579,0.0004276326145842579,0.0004276326145842579,367_343:0.013565044470710302,367_343:660
368,50.08929451726843,41.87898669103883,5.346243028302126,-0.29798345245200303,0.013500000000000068,0.0208,0.006199999999999983,2000,0.0006278650378968027,0.0006278650378968027,0.0006278650378968027,368_347:0.03886473420308889,368_347:660
369,47.45517792606417,56.37138040417513,5.4098480399155315,-0.2968628096595275,0.13040000000000007,0.17900000000000005,0.0818,2000,0.0012533409091133995,0.0012533409091133995,0.0012533409091133995,369_351:0.03928274246317598,369_351:660
370,54.4111456138815,35.208684082516996,5.223399158812109,-0.3573080743389716,0.08679999999999999,0.0798,0.0938,2000,0.0012382552166624603,0.0012382552166624603,0.0012382552166624603,undefined,undefined
371,92.89655749880544,65.70239805290954,5.215254817365449,-0.30029715758262865,0.0635,0.06499999999999995,0.062,2000,0.0006074105044737236,0.0006074105044737236,0.0006074105044737236,371_359:0.021720366378485095,371_359:660
372,40.154052173832085,18.455204592312846,5.339661052691124,-0.2978690534448354,0.035600000000000076,0.036,0.03520000000000001,2000,0.001077987318431482,0.001077987318431482,0.001077987318431482,372_363:0.029989671527508144,372_363:660
373,138.44700581765338,32.99775012278345,5.105425084577885,-0.302891266512638,0.017299999999999982,0.02,0.014599999999999946,2000,0.0003112767289828661,0.0003112767289828661,0.0003112767289828661,373_366:0.01828836995913788,373_366:660
374,80.00642306874164,32.054173920559684,5.240985878996515,-0.2251396304987184,0.10560000000000003,0.09160000000000001,0.1196,2000,0.0066939293539523825,0.0066939293539523825,0.0066939293539523825,374_373:0.04324292444487424; 374_375:0.08262316915445994,374_373:660; 374_375:660
375,118.4129556287978,34.882372851551445,5.279241994203592,-0.2510582796772881,0.19310000000000005,0.19199999999999995,0.1942,2000,0.004010549486110479,0.004010549486110479,0.004010549486110479,375_376:0.08916965827193307,375_376:660
376,124.96710175089817,70.94530753012107,5.320035989731885,-0.29857949899425057,0.06579999999999997,0.06459999999999999,0.067,2000,0.0009988622166140773,0.0009988622166140773,0.0009988622166140773,376_377:0.090634247279947,376_377:660
377,128.46661231425665,56.389994173181144,5.281254957155705,-0.2998383704191173,0.02639999999999998,0.0316,0.021199999999999997,2000,0.0012069591101067521,0.0012069591101067521,0.0012069591101067521,377_367:0.018422750400566068; 377_378:0.01984289876339107,377_367:660; 377_378:660
378,106.56737681195834,22.532397757115923,5.247830620861361,-0.26423058240277136,0.2208,0.2146,0.227,2000,0.0019630191053912386,0.0019630191053912386,0.0019630191053912386,378_379:0.024777245593316483,378_379:660
379,83.29104738836483,78.0486798748558,5.154621240823957,-0.29946557230014426,0.0131,0.01959999999999995,0.0066,2000,0.002527031192201821,0.002527031192201821,0.002527031192201821,379_380:0.08160967163947408,379_380:660
380,170.30363604961855,103.27682507780901,5.1345219380338225,-0.3008538897278261,0.018799999999999928,0.0254,0.012199999999999989,2000,0.006107187848610013,0.006107187848610013,0.006107187848610013,380_381:0.01222263147824948,380_381:660
381,106.71871267298559,74.00729042610854,5.231164633712175,-0.300392190928299,0.26260000000000006,0.2554,0.26980000000000004,2000,0.000652099450020729,0.000652099450020729,0.000652099450020729,381_368:0.01705335308942907; 381_382:0.015703828284686583,381_368:660; 381_382:660
382,37.998359999300305,40.4880318810282,5.280902952431013,-0.2974283569105268,0.1965,0.2008,0.19220000000000004,2000,0.00038817948992653776,0.00038817948992653776,0.00038817948992653776,382_383:0.019441514084251044,382_383:660
383,147.06715830745006,93.38396893446334,5.165366664496968,-0.30150045344485826,0.29500000000000004,0.33,0.26,2000,0.00043987586668111804,0.00043987586668111804,0.00043987586668111804,383_384:0.01041763223405115,383_384:660
384,104.73783246340142,93.13201829707582,5.242210799577892,-0.2995201581187062,0.08000000000000007,0.1166666666666667,0.043333333333333335,2000,0.0009176848726886183,0.0009176848726886183,0.0009176848726886183,384_385:0.01583773128910343,384_385:660
385,113.25158681911627,90.27066036033132,5.356041827023165,-0.2982182993654488,0.04719999999999991,0.0516,0.04279999999999995,2000,0.0005026446326754911,0.0005026446326754911,0.0005026446326754911,385_369:0.022477693408474247; 385_386:0.022059449744200904,385_369:660; 385_386:660
386,31.052639865030557,39.90667207004516,5.519917519459022,-0.291708312168821,0.08840000000000003,0.0804,0.09640000000000004,2000,0.0009402412035073382,0.0009402412035073382,0.0009402412035073382,386_387:0.06264894634698334,386_387:660
387,94.48363287577884,66.07816787002837,5.351011550391876,-0.2987015188436686,0.012399999999999967,0.0176,0.007199999999999984,2000,0.0009456200702085934,0.0009456200702085934,0.0009456200702085934,undefined,undefined
388,97.74150219493437,60.75376795907281,5.426547583869338,-0.2957927144023135,0.04830000000000001,0.047599999999999976,0.049,2000,0.0016952048622885893,0.0016952048622885893,0.0016952048622885893,388_389:0.03464556319957779; 388_387:0.05317638873278291,388_389:660; 388_387:660
389,48.99164720391508,27.774739289601893,5.481552502535373,-0.29655080265464606,0.09333333333333327,0.12333333333333334,0.06333333333333335,2000,0.0007273960169740743,0.0007273960169740743,0.0007273960169740743,389_370:0.0490341828358517; 389_390:0.09090801176159295,389_370:660; 389_390:660
390,49.78882026081857,31.386159738355403,5.448322961003764,-0.2581379680449103,0.21333333333333337,0.18000000000000005,0.24666666666666667,2000,0.003573686415541574,0.003573686415541574,0.003573686415541574,undefined,undefined
391,44.21461573766791,46.67500184945086,5.290549087870114,-0.29964706643190975,0.0653999999999999,0.03979999999999995,0.091,2000,0.0012051671514876265,0.0012051671514876265,0.0012051671514876265,391_392:0.03755424154229431; 391_390:0.0414018603133888,391_392:660; 391_390:660
392,79.03987975839507,79.1212249240773,5.402417612228792,-0.2966368314873046,0.02079999999999993,0.0242,0.01739999999999997,2000,0.0010151383162821874,0.0010151383162821874,0.0010151383162821874,392_393:0.03741702435311811,392_393:660
393,20.878998853413744,34.04256066908081,5.162643690429602,-0.3010646556802629,0.06240000000000001,0.0664,0.05840000000000001,2000,0.0015124666055301415,0.0015124666055301415,0.0015124666055301415,393_371:0.03876712948531649,393_371:660
394,81.13084771138351,82.07699514874787,5.286373519191838,-0.2967354250244652,0.012599999999999945,0.0178,0.007399999999999962,2000,0.00042930798222397536,0.00042930798222397536,0.00042930798222397536,394_393:0.025539772037241226; 394_395:0.01747400780213018,394_393:660; 394_395:660
395,80.79525953782917,89.79942128731516,5.382523185006226,-0.29846563138761495,0.04833333333333334,0.03333333333333333,0.06333333333333335,2000,0.0004597737948694924,0.0004597737948694924,0.0004597737948694924,395_405:0.019962012392839318,395_405:660
396,148.881418891754,59.258747543340796,5.2513640927165435,-0.2987317703615086,0.09999999999999998,0.09999999999999998,0.1,2000,0.0010299563485336915,0.0010299563485336915,0.0010299563485336915,396_395:0.0724437851326899; 396_397:0.08556638897913621,396_395:660; 396_397:660
397,56.94068971180676,17.136199065563243,5.384569385128933,-0.297617246713828,0.14833333333333332,0.20999999999999996,0.08666666666666667,2000,0.0011594083212494854,0.0011594083212494854,0.0011594083212494854,397_372:0.02593268238205418; 397_398:0.03137884809170485,397_372:660; 397_398:660
398,37.79628604536646,14.931196024592486,5.421914668421759,-0.29388976432456765,0.07666666666666666,0.10333333333333339,0.05,2000,0.0009138360856488823,0.0009138360856488823,0.0009138360856488823,398_399:0.03439365744089892,398_399:660
399,112.67877544201217,15.806429039013787,5.166654388765145,-0.4027138002622953,0.3583333333333334,0.32666666666666666,0.39,2000,0.014494616768026191,0.014494616768026191,0.014494616768026191,undefined,undefined
400,77.31398143848413,23.796115683447926,5.198994143088528,-0.30080146715500466,0.11109999999999998,0.12419999999999998,0.098,2000,0.0025329125111780127,0.0025329125111780127,0.0025329125111780127,400_408:0.039438329216227336; 400_375:0.055092854354718834,400_408:660; 400_375:660
401,170.86463265648933,160.37192078350722,5.234550829595652,-0.3000378025186275,0.14989999999999992,0.09,0.2098,2000,0.00025318628730603457,0.00025318628730603457,0.00025318628730603457,401_379:0.013699914290342119; 401_412:0.014156087096863751,401_379:660; 401_412:660
402,36.066272565962,58.331245729896004,5.299890794625664,-0.2617613750450077,0.05500000000000005,0.06,0.050000000000000044,2000,0.0008286351961718991,0.0008286351961718991,0.0008286351961718991,402_416:0.016055961190467122; 402_383:0.04474491774804659,402_416:660; 402_383:660
403,150.58084083219893,23.901332062586622,5.225593981321004,-0.3001753888655487,0.010699999999999932,0.009000000000000008,0.0124,2000,0.0004721448469855955,0.0004721448469855955,0.0004721448469855955,403_420:0.014353862321621141; 403_387:0.03356393120079401,403_420:660; 403_387:660
404,95.85076407735156,23.303023197823787,5.249583494969713,0,0.05469999999999997,0.0392,0.07020000000000004,2000,0.00350987198512588,0.00350987198512588,0.00350987198512588,404_391:0.03549255955246927; 404_424:0.03989196917358509,404_391:660; 404_424:660
405,123.52333797547999,14.966260720279198,5.236898131424645,-0.2998056746115822,0.007500000000000062,0.0086,0.006399999999999961,2000,0.00030148096687360854,0.00030148096687360854,0.00030148096687360854,undefined,undefined
406,99.28176211395956,29.14342982153606,5.3538981844013245,0,0.375,0.43666666666666665,0.31333333333333335,2000,0.0013614829816907194,0.0013614829816907194,0.0013614829816907194,406_432:0.024471744850492583; 406_399:0.022773853679807,406_432:660; 406_399:660
407,117.98211686181249,31.00061815031632,5.395201672346558,-0.327577642868105,0.1119,0.119,0.1048,2000,0.0015140551371099608,0.0015140551371099608,0.0015140551371099608,undefined,undefined
408,84.18602890536206,71.83556102774843,5.325318472531351,-0.29943656241535455,0.1612,0.19620000000000004,0.1262,2000,0.0004891632395481368,0.0004891632395481368,0.0004891632395481368,408_409:0.013912019968244649; 408_407:0.01888102759947577,408_409:660; 408_407:660
409,189.69897305537083,81.26974830878204,5.261268481190115,0,0.4879,0.4168,0.5589999999999999,2000,0.004700805225520665,0.004700805225520665,0.004700805225520665,undefined,undefined
410,22.300384999466353,33.18821314205031,5.4626018971622425,-0.29541272666183654,0.030299999999999994,0.0294,0.031200000000000006,2000,0.001045571037772951,0.001045571037772951,0.001045571037772951,410_411:0.02132303127290644; 410_409:0.019603730679378484,410_411:660; 410_409:660
411,171.67453719397037,90.19463777646845,5.085208974376229,-0.3016446807539402,0.03499999999999992,0.02666666666666667,0.043333333333333335,2000,0.0003412862209288136,0.0003412862209288136,0.0003412862209288136,411_412:0.011020259625247608,411_412:660
412,134.5499877462664,12.734004806947153,5.277726728936733,-0.3005264699159943,0.1283333333333334,0.13,0.12666666666666668,2000,0.0004946499156111456,0.0004946499156111456,0.0004946499156111456,412_413:0.014618248176387488,412_413:660
413,166.89326868939077,39.32287616594005,5.135870773062938,-0.3012246566567538,0.20289999999999997,0.2128,0.193,2000,0.00747471403025712,0.00747471403025712,0.00747471403025712,413_414:0.03296058682291608,413_414:660
414,164.39826503579275,48.084062342442344,5.117158846346129,-0.30064779626376215,0.10000000000000009,0.09666666666666666,0.10333333333333339,2000,0.0028463388057128423,0.0028463388057128423,0.0028463388057128423,414_415:1,414_415:660
415,1.167116562388697,13.763249747970386,5.146184064119099,-0.3013628606669966,0.4033333333333333,0.42333333333333334,0.3833333333333333,2000,0.02201082704332859,0.02201082704332859,0.02201082704332859,415_416:1,415_416:660
416,154.4608730479236,98.44124988871324,5.259119611493565,-0.29958628321819636,0.06833333333333336,0.06333333333333335,0.07333333333333333,2000,0.000989723957970144,0.000989723957970144,0.000989723957970144,416_417:0.028685291812917985,416_417:660
417,54.55288238676078,11.910243041184007,5.331433062668305,-0.29716228882969636,0.08699999999999997,0.0868,0.08720000000000006,2000,0.0009488688832232518,0.0009488688832232518,0.0009488688832232518,417_418:0.018076619814531875,417_418:660
418,129.1171333281386,120.60664624947952,5.287489481712324,-0.29766415796782864,0.011900000000000022,0.0092,0.014599999999999946,2000,0.00021679909001461972,0.00021679909001461972,0.00021679909001461972,418_419:0.0098182985066885,418_419:660
419,100.28186357388604,59.708874122459314,5.40409481803747,-0.29612588355248165,0.012399999999999967,0.011399999999999966,0.0134,2000,0.00038330624364684687,0.00038330624364684687,0.00038330624364684687,419_420:0.014986569871752564,419_420:660
420,134.13835435510506,22.495411757150876,5.357403328333766,-0.2988899551067227,0.03049999999999997,0.0254,0.035599999999999965,2000,0.0006056385389972428,0.0006056385389972428,0.0006056385389972428,undefined,undefined
421,121.97224075752594,20.496659572446884,5.325842065309003,-0.2602291694802477,0.10309999999999997,0.0976,0.10860000000000003,2000,0.002138896110372391,0.002138896110372391,0.002138896110372391,421_420:0.015964220996252693; 421_422:0.03591797185036391,421_420:660; 421_422:660
422,322.5703579478304,114.96642255754547,5.089991478803028,-0.3018188178475339,0.15049999999999997,0.1362,0.16479999999999995,2000,0.0004583978042227701,0.0004583978042227701,0.0004583978042227701,undefined,undefined
423,131.7061900703522,22.163895687498574,5.266244982234781,-0.2565743589797318,0.23299999999999998,0.253,0.213,2000,0.0018550667740717963,0.0018550667740717963,0.0018550667740717963,423_422:0.022795318357844152,423_422:660
424,132.0643863536326,61.99833427901438,5.3277361833275885,-0.29927200759533745,0.06559999999999999,0.05740000000000001,0.0738,2000,0.0006206360971121999,0.0006206360971121999,0.0006206360971121999,424_425:0.014326458790470675; 424_423:0.026712397616698996,424_425:660; 424_423:660
425,83.60260264287814,75.46537774917148,5.234264227058242,-0.2985682103271836,0.03160000000000007,0.03180000000000005,0.0314,2000,0.000564886895736783,0.000564886895736783,0.000564886895736783,425_426:0.020973255355545894,425_426:660
426,219.01888266607975,81.85862422587832,5.203162409864954,-0.2633873566395751,0.17833333333333334,0.16333333333333333,0.19333333333333333,2000,0.0010755502635590253,0.0010755502635590253,0.0010755502635590253,undefined,undefined
427,125.46688317750106,65.20631911412163,5.35194983586002,-0.2966309622126026,0.046666666666666634,0.053333333333333344,0.04,2000,0.0004245484047355695,0.0004245484047355695,0.0004245484047355695,427_428:0.010858313033225653; 427_426:1,427_428:660; 427_426:660
428,103.30996614781952,96.43800263304098,5.159293598994453,-0.3014051303283304,0.013399999999999967,0.010199999999999987,0.0166,2000,0.0002870036835931633,0.0002870036835931633,0.0002870036835931633,428_405:0.008091854432134615,428_405:660
429,92.24821749675681,38.72751066584394,5.344084709229133,-0.2965647216696243,0.031299999999999994,0.0304,0.032200000000000006,2000,0.0004858972889457908,0.0004858972889457908,0.0004858972889457908,429_430:0.03591161097903531; 429_428:0.013341817789056687,429_430:332; 429_428:660
430,153.73128717858157,14.995189523156517,5.296596193292313,-0.2979511194613593,0.015499999999999958,0.0116,0.019399999999999973,2000,0.006650780965338956,0.006650780965338956,0.006650780965338956,430_431:0.04254858247562776,430_431:660
431,20.047008930580137,5.6738918323848075,5.222459787942581,-0.29862763997515496,0.00990000000000002,0.0098,0.010000000000000009,2000,0.001107154962835069,0.001107154962835069,0.001107154962835069,undefined,undefined
432,119.24702525730382,28.773245760792047,5.4081936421429155,-0.29741995602469196,0.029000000000000026,0.025,0.03300000000000003,2000,0.0005856364933089768,0.0005856364933089768,0.0005856364933089768,432_431:0.023596068834584982,432_431:660
